transaction_id,customer_id,product_id,quantity,unit_price,total_amount,transaction_date
1192,40,16,4,234.27,937.08,2023-06-22
1193,547,3,4,483.36,1933.44,2024-05-31
1194,730,11,2,33.61,67.22,2023-04-27
1195,184,10,2,325.63,651.26,2023-04-26
1196,162,3,4,483.36,1933.44,2024-06-26
1197,587,45,3,64.64,193.92000000000002,2023-03-07
1198,70,41,3,446.21,1338.6299999999999,2024-02-20
1199,532,34,2,329.3,658.6,2024-04-08
1200,921,12,3,186.42,559.26,2024-07-04
1201,657,45,3,64.64,193.92000000000002,2023-11-22
1202,893,23,3,412.87,1238.6100000000001,2023-03-11
1203,166,2,4,336.53,1346.12,2023-08-02
1204,852,25,3,113.88,341.64,2024-01-04
1205,861,8,1,61.63,61.63,2023-02-18
1206,52,33,2,76.93,153.86,2024-09-17
1207,239,5,3,475.88,1427.6399999999999,2023-06-15
1208,374,37,2,325.97,651.94,2024-04-23
1209,832,10,3,325.63,976.89,2024-11-12
1210,635,48,4,419.39,1677.56,2023-03-23
1211,87,33,4,76.93,307.72,2023-12-24
1212,163,34,4,329.3,1317.2,2024-05-28
1213,350,13,1,478.83,478.83,2024-04-08
1214,827,5,3,475.88,1427.6399999999999,2023-04-02
1215,181,39,1,359.47,359.47,2024-10-21
1216,792,27,2,241.42,482.84,2023-11-10
1217,493,27,2,241.42,482.84,2023-05-08
1218,519,42,3,150.83,452.49,2024-07-18
1219,187,38,1,203.61,203.61,2024-04-15
1220,988,34,1,329.3,329.3,2023-08-12
1221,154,48,3,419.39,1258.17,2023-05-27
1222,905,29,2,115.71,231.42,2024-09-28
1223,179,39,4,359.47,1437.88,2023-01-03
1224,64,29,4,115.71,462.84,2024-06-06
1225,97,38,2,203.61,407.22,2023-07-22
1226,411,33,1,76.93,76.93,2024-07-04
1227,735,38,2,203.61,407.22,2023-03-07
1228,603,36,3,164.66,493.98,2023-04-21
1229,338,1,3,359.39,1078.17,2024-09-02
1230,291,31,4,307.8,1231.2,2024-09-06
1231,897,25,3,113.88,341.64,2024-04-30
1232,596,3,3,483.36,1450.08,2023-02-20
1233,898,18,2,190.67,381.34,2024-05-06
1234,509,10,1,325.63,325.63,2023-09-15
1235,930,38,1,203.61,203.61,2024-02-19
1236,10,50,4,195.76,783.04,2024-11-06
1237,502,21,1,386.11,386.11,2024-05-09
1238,838,48,1,419.39,419.39,2024-01-22
1239,970,5,2,475.88,951.76,2023-08-06
1240,701,21,1,386.11,386.11,2023-12-12
1241,230,44,2,38.47,76.94,2024-08-06
1242,261,15,3,222.04,666.12,2024-10-17
1243,257,16,1,234.27,234.27,2023-09-16
1244,948,47,3,141.12,423.36,2024-06-08
1245,888,16,3,234.27,702.8100000000001,2023-05-29
1246,834,27,2,241.42,482.84,2023-03-31
1247,698,38,2,203.61,407.22,2023-08-05
1248,907,8,4,61.63,246.52,2024-08-31
1249,629,7,4,156.05,624.2,2024-04-30
1250,533,8,3,61.63,184.89000000000001,2024-03-23
1251,248,20,4,35.65,142.6,2023-02-27
1252,302,31,2,307.8,615.6,2023-09-06
1253,605,48,1,419.39,419.39,2023-09-28
1254,606,26,2,332.1,664.2,2024-05-16
1255,592,36,4,164.66,658.64,2023-12-31
1256,886,37,2,325.97,651.94,2024-02-11
1257,425,40,1,107.62,107.62,2024-09-05
1258,412,48,2,419.39,838.78,2023-06-08
1259,14,33,1,76.93,76.93,2023-03-14
1260,249,27,4,241.42,965.68,2024-08-24
1261,541,49,3,17.2,51.599999999999994,2023-08-08
1262,840,23,1,412.87,412.87,2024-01-24
1263,554,7,2,156.05,312.1,2024-11-06
1264,873,27,2,241.42,482.84,2024-06-20
1265,73,27,1,241.42,241.42,2024-08-21
1266,842,42,4,150.83,603.32,2024-10-26
1267,694,3,2,483.36,966.72,2024-09-28
1268,314,6,1,354.24,354.24,2024-07-31
1269,826,18,3,190.67,572.01,2023-01-02
1270,204,22,1,214.09,214.09,2024-02-08
1271,103,24,4,426.67,1706.68,2023-07-31
1272,577,1,1,359.39,359.39,2023-04-27
1273,628,45,2,64.64,129.28,2023-04-15
1274,495,3,2,483.36,966.72,2023-11-27
1275,216,22,4,214.09,856.36,2024-05-06
1276,813,26,1,332.1,332.1,2024-03-24
1277,536,10,3,325.63,976.89,2024-06-19
1278,540,36,4,164.66,658.64,2023-01-16
1279,571,17,3,112.35,337.04999999999995,2023-07-26
1280,912,15,1,222.04,222.04,2024-12-05
1281,847,26,3,332.1,996.3000000000001,2024-08-02
1282,299,5,3,475.88,1427.6399999999999,2024-02-01
1283,394,11,2,33.61,67.22,2024-04-26
1284,103,41,2,446.21,892.42,2023-06-27
1285,215,7,3,156.05,468.15000000000003,2023-02-08
1286,259,12,3,186.42,559.26,2023-02-18
1287,538,33,1,76.93,76.93,2023-06-25
1288,591,2,1,336.53,336.53,2024-03-30
1289,928,4,4,382.91,1531.64,2024-05-12
1290,629,36,4,164.66,658.64,2023-01-28
1291,333,1,4,359.39,1437.56,2023-02-25
1292,547,48,2,419.39,838.78,2023-11-06
1293,36,25,4,113.88,455.52,2024-08-17
1294,577,5,4,475.88,1903.52,2023-11-03
1295,534,24,3,426.67,1280.01,2023-04-19
1296,372,37,1,325.97,325.97,2023-12-22
1297,676,4,4,382.91,1531.64,2024-11-22
1298,181,18,2,190.67,381.34,2024-04-08
1299,681,18,2,190.67,381.34,2023-03-07
1300,21,36,4,164.66,658.64,2024-09-06
1301,559,39,1,359.47,359.47,2024-08-24
1302,597,17,4,112.35,449.4,2023-07-07
1303,671,9,3,393.09,1179.27,2024-07-14
1304,101,2,4,336.53,1346.12,2023-06-25
1305,238,14,3,255.2,765.5999999999999,2023-04-09
1306,954,39,2,359.47,718.94,2024-05-09
1307,947,20,2,35.65,71.3,2023-10-24
1308,211,37,2,325.97,651.94,2024-10-17
1309,388,12,1,186.42,186.42,2024-01-26
1310,270,12,3,186.42,559.26,2024-01-24
1311,337,42,4,150.83,603.32,2023-03-15
1312,171,17,1,112.35,112.35,2023-12-28
1313,649,49,1,17.2,17.2,2023-04-10
1314,658,9,2,393.09,786.18,2024-11-27
1315,29,50,2,195.76,391.52,2023-05-23
1316,390,42,1,150.83,150.83,2023-12-01
1317,861,4,2,382.91,765.82,2024-03-16
1318,945,44,3,38.47,115.41,2024-12-20
1319,75,14,3,255.2,765.5999999999999,2024-09-17
1320,62,42,4,150.83,603.32,2023-04-12
1321,429,42,2,150.83,301.66,2023-09-12
1322,532,48,1,419.39,419.39,2023-11-09
1323,998,13,4,478.83,1915.32,2024-04-06
1324,865,28,4,441.28,1765.12,2024-06-03
1325,812,34,4,329.3,1317.2,2024-01-09
1326,581,31,1,307.8,307.8,2024-10-10
1327,234,32,1,154.7,154.7,2024-09-29
1328,579,30,2,342.13,684.26,2023-07-23
1329,29,3,2,483.36,966.72,2024-11-27
1330,253,30,1,342.13,342.13,2024-01-21
1331,62,3,2,483.36,966.72,2024-08-02
1332,537,13,3,478.83,1436.49,2023-10-27
1333,675,23,1,412.87,412.87,2024-10-03
1334,445,41,4,446.21,1784.84,2024-07-29
1335,31,44,3,38.47,115.41,2023-05-10
1336,352,18,1,190.67,190.67,2024-09-13
1337,581,42,4,150.83,603.32,2023-11-26
1338,768,43,3,190.22,570.66,2023-06-11
1339,997,30,3,342.13,1026.3899999999999,2024-03-29
1340,886,3,1,483.36,483.36,2024-05-29
1341,26,24,1,426.67,426.67,2023-07-17
1342,811,49,2,17.2,34.4,2024-12-16
1343,484,2,3,336.53,1009.5899999999999,2023-12-20
1344,986,18,1,190.67,190.67,2023-04-10
1345,616,46,4,262.77,1051.08,2023-10-05
1346,693,30,2,342.13,684.26,2024-05-05
1347,255,30,4,342.13,1368.52,2024-09-01
1348,825,47,1,141.12,141.12,2023-04-25
1349,276,40,1,107.62,107.62,2023-10-02
1350,773,11,3,33.61,100.83,2023-11-24
1351,211,23,3,412.87,1238.6100000000001,2024-07-05
1352,992,26,3,332.1,996.3000000000001,2024-12-02
1353,83,50,2,195.76,391.52,2024-02-17
1354,167,41,1,446.21,446.21,2023-08-17
1355,979,33,3,76.93,230.79000000000002,2024-06-11
1356,791,7,2,156.05,312.1,2024-06-07
1357,72,5,2,475.88,951.76,2024-11-19
1358,282,5,2,475.88,951.76,2023-09-26
1359,412,33,3,76.93,230.79000000000002,2023-01-18
1360,754,30,2,342.13,684.26,2023-05-24
1361,717,39,1,359.47,359.47,2024-10-27
1362,688,1,1,359.39,359.39,2024-02-26
1363,898,49,2,17.2,34.4,2024-07-11
1364,50,38,2,203.61,407.22,2023-08-04
1365,658,27,1,241.42,241.42,2023-03-13
1366,988,10,1,325.63,325.63,2024-03-21
1367,925,6,2,354.24,708.48,2023-05-30
1368,246,6,2,354.24,708.48,2024-10-13
1369,99,14,2,255.2,510.4,2024-07-16
1370,663,48,3,419.39,1258.17,2023-04-14
1371,946,25,1,113.88,113.88,2024-12-25
1372,233,10,1,325.63,325.63,2024-11-25
1373,251,9,3,393.09,1179.27,2023-02-21
1374,898,25,1,113.88,113.88,2023-08-14
1375,51,34,3,329.3,987.9000000000001,2023-05-11
1376,632,6,3,354.24,1062.72,2024-03-07
1377,704,49,3,17.2,51.599999999999994,2023-11-19
1378,210,39,1,359.47,359.47,2024-01-07
1379,460,5,3,475.88,1427.6399999999999,2024-10-12
1380,121,30,4,342.13,1368.52,2023-05-09
1381,91,28,3,441.28,1323.84,2023-01-29
1382,722,12,1,186.42,186.42,2023-10-24
1383,130,37,1,325.97,325.97,2024-12-20
1384,944,24,3,426.67,1280.01,2024-02-10
1385,356,11,3,33.61,100.83,2023-06-23
1386,29,35,4,371.91,1487.64,2024-10-16
1387,828,31,2,307.8,615.6,2023-10-26
1388,720,10,1,325.63,325.63,2023-07-11
1389,672,2,4,336.53,1346.12,2023-08-03
1390,834,38,3,203.61,610.83,2023-08-20
1391,794,29,3,115.71,347.13,2024-05-20
1392,334,25,4,113.88,455.52,2024-03-12
1393,323,26,2,332.1,664.2,2024-01-28
1394,806,23,1,412.87,412.87,2024-02-09
1395,283,42,3,150.83,452.49,2023-07-17
1396,556,36,4,164.66,658.64,2024-03-04
1397,17,40,2,107.62,215.24,2023-03-17
1398,231,12,2,186.42,372.84,2023-09-05
1399,302,22,3,214.09,642.27,2023-06-07
1400,69,9,1,393.09,393.09,2023-09-24
1401,69,35,3,371.91,1115.73,2024-12-28
1402,927,33,3,76.93,230.79000000000002,2024-08-28
1403,174,37,3,325.97,977.9100000000001,2023-08-08
1404,956,31,3,307.8,923.4000000000001,2023-12-09
1405,377,2,4,336.53,1346.12,2024-09-08
1406,539,35,2,371.91,743.82,2023-04-11
1407,533,5,4,475.88,1903.52,2023-12-07
1408,861,20,3,35.65,106.94999999999999,2023-11-13
1409,38,20,2,35.65,71.3,2024-06-20
1410,386,32,2,154.7,309.4,2024-03-29
1411,681,3,1,483.36,483.36,2024-05-27
1412,819,5,1,475.88,475.88,2024-07-13
1413,921,35,4,371.91,1487.64,2024-08-28
1414,261,34,2,329.3,658.6,2023-07-24
1415,697,47,2,141.12,282.24,2024-01-22
1416,892,20,3,35.65,106.94999999999999,2023-03-10
1417,472,40,2,107.62,215.24,2023-06-10
1418,200,24,2,426.67,853.34,2023-07-31
1419,508,16,2,234.27,468.54,2023-11-28
1420,717,45,2,64.64,129.28,2024-07-04
1421,601,46,4,262.77,1051.08,2024-12-28
1422,880,47,4,141.12,564.48,2024-10-10
1423,1000,50,3,195.76,587.28,2024-01-19
1424,690,13,4,478.83,1915.32,2024-05-21
1425,992,50,3,195.76,587.28,2023-11-21
1426,214,16,1,234.27,234.27,2023-11-26
1427,280,18,1,190.67,190.67,2023-05-26
1428,775,4,2,382.91,765.82,2024-03-28
1429,60,16,3,234.27,702.8100000000001,2024-04-18
1430,978,29,3,115.71,347.13,2023-03-20
1431,433,33,1,76.93,76.93,2024-02-05
1432,279,43,1,190.22,190.22,2023-07-05
1433,398,29,4,115.71,462.84,2023-06-07
1434,787,39,4,359.47,1437.88,2024-08-11
1435,466,23,2,412.87,825.74,2024-05-02
1436,530,9,1,393.09,393.09,2024-12-01
1437,950,17,3,112.35,337.04999999999995,2023-11-22
1438,995,37,2,325.97,651.94,2024-08-18
1439,921,4,2,382.91,765.82,2023-07-21
1440,344,21,3,386.11,1158.33,2024-02-04
1441,218,30,3,342.13,1026.3899999999999,2024-08-14
1442,7,16,3,234.27,702.8100000000001,2023-01-16
1443,424,12,3,186.42,559.26,2023-01-21
1444,690,43,4,190.22,760.88,2023-10-15
1445,809,6,4,354.24,1416.96,2023-10-10
1446,404,25,2,113.88,227.76,2024-10-10
1447,604,38,3,203.61,610.83,2023-04-13
1448,993,1,1,359.39,359.39,2023-07-17
1449,813,34,3,329.3,987.9000000000001,2024-04-07
1450,237,26,1,332.1,332.1,2024-05-20
1451,182,7,2,156.05,312.1,2024-09-25
1452,543,24,3,426.67,1280.01,2024-09-09
1453,736,17,2,112.35,224.7,2023-08-20
1454,420,48,4,419.39,1677.56,2023-04-19
1455,703,27,1,241.42,241.42,2023-07-06
1456,288,18,2,190.67,381.34,2023-02-06
1457,794,9,4,393.09,1572.36,2023-08-15
1458,320,8,4,61.63,246.52,2023-07-01
1459,874,22,3,214.09,642.27,2023-02-22
1460,860,35,3,371.91,1115.73,2024-03-08
1461,496,39,4,359.47,1437.88,2024-08-21
1462,403,12,3,186.42,559.26,2024-02-19
1463,939,37,1,325.97,325.97,2024-04-07
1464,541,50,3,195.76,587.28,2023-12-30
1465,130,20,3,35.65,106.94999999999999,2023-09-01
1466,388,22,2,214.09,428.18,2023-06-15
1467,791,26,3,332.1,996.3000000000001,2024-05-18
1468,706,8,1,61.63,61.63,2023-05-19
1469,229,18,3,190.67,572.01,2024-07-15
1470,910,10,3,325.63,976.89,2024-04-27
1471,395,44,4,38.47,153.88,2024-11-23
1472,935,14,4,255.2,1020.8,2024-02-16
1473,75,39,1,359.47,359.47,2023-01-21
1474,906,43,3,190.22,570.66,2023-07-30
1475,560,22,1,214.09,214.09,2024-11-30
1476,372,44,4,38.47,153.88,2023-05-31
1477,141,5,4,475.88,1903.52,2024-06-04
1478,633,35,1,371.91,371.91,2024-10-22
1479,954,18,1,190.67,190.67,2023-08-31
1480,753,17,3,112.35,337.04999999999995,2023-04-05
1481,226,6,2,354.24,708.48,2024-12-18
1482,67,12,4,186.42,745.68,2023-01-12
1483,237,2,2,336.53,673.06,2024-02-03
1484,407,29,1,115.71,115.71,2024-04-24
1485,647,30,4,342.13,1368.52,2024-10-15
1486,428,30,1,342.13,342.13,2024-02-20
1487,326,24,2,426.67,853.34,2023-10-10
1488,850,24,1,426.67,426.67,2023-10-07
1489,870,34,4,329.3,1317.2,2023-02-16
1490,975,11,2,33.61,67.22,2023-01-24
1491,321,18,4,190.67,762.68,2023-11-09
1492,363,28,4,441.28,1765.12,2024-01-15
1493,711,23,1,412.87,412.87,2024-11-04
1494,907,22,2,214.09,428.18,2024-11-05
1495,116,29,2,115.71,231.42,2024-01-14
1496,722,14,2,255.2,510.4,2023-10-07
1497,648,42,2,150.83,301.66,2023-08-25
1498,309,8,4,61.63,246.52,2024-04-19
1499,100,5,1,475.88,475.88,2023-11-01
1500,354,30,4,342.13,1368.52,2023-04-13
1501,63,47,2,141.12,282.24,2024-03-16
1502,293,34,3,329.3,987.9000000000001,2024-09-30
1503,936,28,3,441.28,1323.84,2023-07-09
1504,871,28,3,441.28,1323.84,2024-04-06
1505,53,50,2,195.76,391.52,2024-10-05
1506,490,18,4,190.67,762.68,2023-04-22
1507,409,7,2,156.05,312.1,2024-10-29
1508,197,3,4,483.36,1933.44,2024-01-02
1509,250,20,3,35.65,106.94999999999999,2023-08-28
1510,380,11,4,33.61,134.44,2024-04-15
1511,775,23,1,412.87,412.87,2024-03-30
1512,366,34,2,329.3,658.6,2024-02-07
1513,58,9,4,393.09,1572.36,2023-04-25
1514,210,41,4,446.21,1784.84,2023-06-22
1515,234,25,4,113.88,455.52,2024-08-12
1516,620,25,3,113.88,341.64,2023-02-08
1517,119,15,4,222.04,888.16,2024-06-22
1518,616,10,3,325.63,976.89,2023-11-20
1519,147,28,1,441.28,441.28,2024-09-26
1520,718,33,4,76.93,307.72,2024-01-29
1521,339,30,2,342.13,684.26,2023-04-15
1522,466,11,4,33.61,134.44,2024-12-16
1523,822,6,3,354.24,1062.72,2023-08-09
1524,379,30,2,342.13,684.26,2024-12-13
1525,367,2,1,336.53,336.53,2023-08-13
1526,714,34,4,329.3,1317.2,2023-07-02
1527,712,37,2,325.97,651.94,2024-03-19
1528,865,47,2,141.12,282.24,2023-08-24
1529,127,40,1,107.62,107.62,2024-04-24
1530,155,1,3,359.39,1078.17,2024-05-14
1531,289,40,4,107.62,430.48,2024-12-09
1532,785,8,1,61.63,61.63,2023-10-25
1533,610,9,4,393.09,1572.36,2023-03-28
1534,419,50,3,195.76,587.28,2024-04-07
1535,437,20,2,35.65,71.3,2023-10-08
1536,323,46,4,262.77,1051.08,2023-10-29
1537,278,11,4,33.61,134.44,2023-01-08
1538,807,43,3,190.22,570.66,2024-07-14
1539,302,38,4,203.61,814.44,2024-02-25
1540,219,28,4,441.28,1765.12,2024-06-29
1541,864,15,4,222.04,888.16,2023-09-30
1542,161,47,2,141.12,282.24,2023-11-04
1543,374,16,1,234.27,234.27,2023-01-09
1544,801,49,1,17.2,17.2,2023-07-24
1545,405,21,1,386.11,386.11,2023-04-25
1546,121,13,1,478.83,478.83,2023-10-03
1547,825,47,2,141.12,282.24,2024-01-27
1548,522,9,1,393.09,393.09,2023-08-21
1549,195,11,4,33.61,134.44,2024-11-19
1550,177,25,3,113.88,341.64,2024-03-21
1551,630,36,3,164.66,493.98,2023-02-22
1552,218,14,3,255.2,765.5999999999999,2023-12-26
1553,385,4,1,382.91,382.91,2023-06-29
1554,415,38,3,203.61,610.83,2024-12-08
1555,820,16,3,234.27,702.8100000000001,2023-01-22
1556,477,11,4,33.61,134.44,2024-07-23
1557,93,39,4,359.47,1437.88,2023-01-07
1558,640,39,2,359.47,718.94,2024-07-27
1559,240,26,4,332.1,1328.4,2024-04-01
1560,233,34,1,329.3,329.3,2023-11-29
1561,439,36,1,164.66,164.66,2024-10-25
1562,428,17,2,112.35,224.7,2023-05-21
1563,415,29,2,115.71,231.42,2023-10-11
1564,956,27,3,241.42,724.26,2023-08-11
1565,744,15,1,222.04,222.04,2023-10-03
1566,682,12,1,186.42,186.42,2024-12-13
1567,23,8,4,61.63,246.52,2023-09-27
1568,859,25,1,113.88,113.88,2023-03-26
1569,621,31,1,307.8,307.8,2023-08-28
1570,890,43,2,190.22,380.44,2024-01-24
1571,653,28,3,441.28,1323.84,2024-01-06
1572,99,47,3,141.12,423.36,2024-02-26
1573,480,3,2,483.36,966.72,2023-04-19
1574,679,37,3,325.97,977.9100000000001,2024-08-20
1575,382,8,1,61.63,61.63,2023-02-21
1576,603,33,2,76.93,153.86,2023-12-03
1577,810,12,4,186.42,745.68,2023-08-26
1578,382,27,4,241.42,965.68,2023-05-16
1579,407,42,1,150.83,150.83,2024-07-29
1580,635,29,2,115.71,231.42,2023-01-20
1581,528,17,4,112.35,449.4,2024-06-14
1582,376,8,2,61.63,123.26,2024-07-03
1583,181,29,1,115.71,115.71,2024-09-03
1584,602,31,4,307.8,1231.2,2024-03-19
1585,332,17,3,112.35,337.04999999999995,2024-08-07
1586,935,42,4,150.83,603.32,2024-01-31
1587,608,25,3,113.88,341.64,2024-02-06
1588,975,32,2,154.7,309.4,2024-09-25
1589,236,43,4,190.22,760.88,2023-06-12
1590,226,38,4,203.61,814.44,2023-07-01
1591,249,5,2,475.88,951.76,2024-10-17
1592,392,25,4,113.88,455.52,2023-03-27
1593,415,43,2,190.22,380.44,2024-11-26
1594,633,12,1,186.42,186.42,2024-08-26
1595,582,20,1,35.65,35.65,2024-10-10
1596,314,29,4,115.71,462.84,2024-03-13
1597,46,22,4,214.09,856.36,2024-06-03
1598,379,20,3,35.65,106.94999999999999,2023-11-30
1599,39,37,2,325.97,651.94,2023-06-11
1600,331,40,1,107.62,107.62,2024-09-26
1601,54,44,2,38.47,76.94,2023-08-30
1602,967,49,2,17.2,34.4,2023-11-14
1603,23,46,4,262.77,1051.08,2024-10-08
1604,118,25,1,113.88,113.88,2024-10-04
1605,934,20,2,35.65,71.3,2023-04-23
1606,44,44,2,38.47,76.94,2024-01-29
1607,867,20,4,35.65,142.6,2023-02-14
1608,108,27,3,241.42,724.26,2023-11-11
1609,177,36,3,164.66,493.98,2024-11-02
1610,906,11,2,33.61,67.22,2024-01-14
1611,489,47,2,141.12,282.24,2023-12-23
1612,657,40,4,107.62,430.48,2023-07-23
1613,213,40,3,107.62,322.86,2023-11-19
1614,594,19,3,191.21,573.63,2023-09-19
1615,784,8,4,61.63,246.52,2024-11-22
1616,944,43,3,190.22,570.66,2024-05-26
1617,689,49,4,17.2,68.8,2023-05-18
1618,839,46,3,262.77,788.31,2023-05-09
1619,49,36,1,164.66,164.66,2023-10-20
1620,628,24,3,426.67,1280.01,2024-06-20
1621,903,42,1,150.83,150.83,2024-08-27
1622,94,7,1,156.05,156.05,2023-01-11
1623,329,12,3,186.42,559.26,2024-03-22
1624,452,36,4,164.66,658.64,2024-03-16
1625,653,23,3,412.87,1238.6100000000001,2023-08-17
1626,935,24,4,426.67,1706.68,2023-12-19
1627,396,34,3,329.3,987.9000000000001,2024-11-01
1628,989,13,3,478.83,1436.49,2023-12-25
1629,527,11,2,33.61,67.22,2023-07-15
1630,843,29,2,115.71,231.42,2023-01-16
1631,423,13,1,478.83,478.83,2024-08-15
1632,405,44,4,38.47,153.88,2024-06-14
1633,967,38,4,203.61,814.44,2023-03-18
1634,229,2,1,336.53,336.53,2024-05-24
1635,715,24,2,426.67,853.34,2024-07-26
1636,538,7,1,156.05,156.05,2024-09-06
1637,979,6,3,354.24,1062.72,2024-10-30
1638,875,39,2,359.47,718.94,2023-11-20
1639,698,6,1,354.24,354.24,2023-06-14
1640,573,28,2,441.28,882.56,2024-03-30
1641,969,25,1,113.88,113.88,2023-05-07
1642,193,6,2,354.24,708.48,2023-01-10
1643,92,11,1,33.61,33.61,2024-03-24
1644,333,37,4,325.97,1303.88,2023-02-21
1645,707,18,1,190.67,190.67,2024-12-18
1646,799,27,1,241.42,241.42,2024-03-14
1647,878,29,4,115.71,462.84,2024-10-18
1648,598,25,2,113.88,227.76,2024-05-17
1649,854,5,4,475.88,1903.52,2024-11-06
1650,6,21,1,386.11,386.11,2023-04-28
1651,485,25,2,113.88,227.76,2024-11-09
1652,468,33,2,76.93,153.86,2023-02-25
1653,228,17,1,112.35,112.35,2023-02-15
1654,144,46,4,262.77,1051.08,2024-09-23
1655,340,29,4,115.71,462.84,2024-06-03
1656,344,3,1,483.36,483.36,2023-10-02
1657,353,2,3,336.53,1009.5899999999999,2024-08-20
1658,636,10,2,325.63,651.26,2024-10-23
1659,558,49,3,17.2,51.599999999999994,2023-05-21
1660,289,5,2,475.88,951.76,2024-08-11
1661,411,14,4,255.2,1020.8,2024-09-18
1662,319,49,2,17.2,34.4,2024-07-13
1663,703,14,4,255.2,1020.8,2023-06-05
1664,684,29,3,115.71,347.13,2024-02-05
1665,808,49,1,17.2,17.2,2023-02-26
1666,855,20,4,35.65,142.6,2023-07-22
1667,697,34,2,329.3,658.6,2023-11-26
1668,363,6,4,354.24,1416.96,2023-08-04
1669,972,43,3,190.22,570.66,2023-01-23
1670,155,45,1,64.64,64.64,2023-05-14
1671,321,6,2,354.24,708.48,2023-01-22
1672,873,24,1,426.67,426.67,2023-05-05
1673,79,26,4,332.1,1328.4,2023-02-20
1674,728,48,2,419.39,838.78,2023-09-10
1675,966,35,2,371.91,743.82,2023-07-12
1676,316,46,4,262.77,1051.08,2024-12-16
1677,934,11,4,33.61,134.44,2023-06-19
1678,551,7,3,156.05,468.15000000000003,2023-10-19
1679,564,31,1,307.8,307.8,2023-05-21
1680,146,41,2,446.21,892.42,2023-07-03
1681,664,9,4,393.09,1572.36,2023-10-14
1682,823,41,2,446.21,892.42,2024-11-30
1683,386,38,3,203.61,610.83,2024-02-19
1684,198,3,4,483.36,1933.44,2023-07-22
1685,783,45,4,64.64,258.56,2024-08-26
1686,138,38,3,203.61,610.83,2023-02-26
1687,562,50,3,195.76,587.28,2024-08-16
1688,372,41,4,446.21,1784.84,2024-05-28
1689,872,20,2,35.65,71.3,2023-02-12
1690,666,7,2,156.05,312.1,2024-08-28
1691,810,5,3,475.88,1427.6399999999999,2023-03-06
1692,290,1,3,359.39,1078.17,2023-08-01
1693,148,23,1,412.87,412.87,2023-03-29
1694,324,12,2,186.42,372.84,2024-02-08
1695,82,1,2,359.39,718.78,2024-01-17
1696,865,24,2,426.67,853.34,2023-10-19
1697,453,11,4,33.61,134.44,2023-11-07
1698,461,16,4,234.27,937.08,2024-12-17
1699,664,26,2,332.1,664.2,2023-12-02
1700,422,46,1,262.77,262.77,2024-05-11
1701,587,35,3,371.91,1115.73,2024-06-24
1702,165,17,2,112.35,224.7,2024-07-19
1703,295,42,4,150.83,603.32,2023-10-12
1704,939,3,4,483.36,1933.44,2023-05-18
1705,187,42,2,150.83,301.66,2024-12-16
1706,431,42,2,150.83,301.66,2024-02-20
1707,800,42,4,150.83,603.32,2023-01-26
1708,371,1,4,359.39,1437.56,2023-09-10
1709,634,42,2,150.83,301.66,2024-10-31
1710,376,39,3,359.47,1078.41,2023-11-04
1711,91,9,2,393.09,786.18,2023-04-20
1712,561,1,1,359.39,359.39,2023-12-06
1713,565,19,4,191.21,764.84,2023-06-17
1714,557,4,1,382.91,382.91,2023-04-15
1715,150,18,4,190.67,762.68,2023-10-26
1716,167,9,2,393.09,786.18,2024-12-23
1717,48,47,3,141.12,423.36,2024-04-08
1718,453,16,1,234.27,234.27,2024-01-06
1719,549,39,3,359.47,1078.41,2023-06-14
1720,125,17,4,112.35,449.4,2024-12-30
1721,214,8,1,61.63,61.63,2024-01-16
1722,673,2,2,336.53,673.06,2023-08-27
1723,532,18,3,190.67,572.01,2024-05-19
1724,202,24,4,426.67,1706.68,2024-10-05
1725,37,4,1,382.91,382.91,2024-08-23
1726,973,18,1,190.67,190.67,2024-12-06
1727,176,33,2,76.93,153.86,2024-04-11
1728,201,28,3,441.28,1323.84,2024-09-28
1729,394,1,2,359.39,718.78,2024-08-19
1730,393,47,3,141.12,423.36,2024-03-16
1731,837,41,2,446.21,892.42,2023-11-16
1732,553,23,3,412.87,1238.6100000000001,2024-07-21
1733,919,44,1,38.47,38.47,2024-09-08
1734,902,34,3,329.3,987.9000000000001,2023-01-09
1735,60,49,1,17.2,17.2,2024-11-30
1736,582,37,3,325.97,977.9100000000001,2023-06-18
1737,62,29,2,115.71,231.42,2023-01-14
1738,164,36,1,164.66,164.66,2024-06-03
1739,666,36,4,164.66,658.64,2024-08-19
1740,28,4,2,382.91,765.82,2023-07-27
1741,470,12,4,186.42,745.68,2023-04-14
1742,742,42,1,150.83,150.83,2024-06-24
1743,639,18,2,190.67,381.34,2023-04-16
1744,679,18,1,190.67,190.67,2023-10-04
1745,65,15,4,222.04,888.16,2023-07-07
1746,317,20,2,35.65,71.3,2023-12-09
1747,105,34,4,329.3,1317.2,2023-04-20
1748,944,33,2,76.93,153.86,2023-11-13
1749,266,20,1,35.65,35.65,2023-11-29
1750,513,5,4,475.88,1903.52,2024-06-23
1751,735,23,4,412.87,1651.48,2024-09-12
1752,619,17,1,112.35,112.35,2024-10-12
1753,796,42,4,150.83,603.32,2023-04-09
1754,317,31,1,307.8,307.8,2024-05-09
1755,457,10,4,325.63,1302.52,2024-12-17
1756,315,50,1,195.76,195.76,2024-12-10
1757,542,31,1,307.8,307.8,2023-01-20
1758,560,9,2,393.09,786.18,2023-10-20
1759,897,4,4,382.91,1531.64,2023-02-23
